"Wikidata.ID","X","Name.der.Institution","Ort","Einrichtungsart","OA.Webseite.der.Institution","OA.Beauftragte.r","OA.Policy","OA.Leitlinie","Berliner.Erklärung","OA2020","bool_OA_Website","bool_OA_Beauftragte","bool_OA.Policy","bool_OA.Leitlinie","bool_OA.PL","bool_Repositorium.URL","bool_Berliner.Erklärung","bool_OA2020","X1","score","OpenScore_institution","bundesländer_score","country_score","institutionType","item","name","coord","lat","lon"
"Q315175","Sachsen","Hochschule für Grafik und Buchkunst Leipzig","Leipzig","Hochschule",NA,NA,NA,NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,51.33,39.55,"Hochschule","http://www.wikidata.org/entity/Q315175","Q315175","Point(12.36783611 51.33340583)",51.33340583,12.36783611
"Q1451975","Baden-Württemberg","Fraunhofer-Institut Informationszentrum Raum und Bau (IRB)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1451975","Q1451975","Point(9.09919 48.74189)",48.74189,9.09919
"Q438787","Baden-Württemberg","Fraunhofer-Institut für Kurzzeitdynamik, Ernst-Mach-Institut (EMI)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q438787","Q438787","Point(7.84656 48.0009)",48.0009,7.84656
"Q1315154","Baden-Württemberg","Fraunhofer-Institut für Angewandte Festkörperphysik (IAF)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1315154","Q1315154","Point(7.84506 48.0275)",48.0275,7.84506
"Q1451990","Baden-Württemberg","Fraunhofer-Institut für Arbeitswirtschaft und Organisation (IAO)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1451990","Q1451990","Point(9.09692 48.7406)",48.7406,9.09692
"Q1451988","Baden-Württemberg","Fraunhofer-Institut für Bauphysik (IBP)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1451988","Q1451988","Point(9.0981035 48.74104)",48.74104,9.0981035
"Q1452001","Baden-Württemberg","Fraunhofer-Institut für Chemische Technologie (ICT)","Pfinztal","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1452001","Q1452001","Point(8.520277777 49.017222222)",49.017222222222,8.5202777777778
"Q1452007","Baden-Württemberg","Fraunhofer-Institut für Grenzflächen- und Bioverfahrenstechnik (IGB)","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1452007","Q1452007","Point(9.09951 48.7417)",48.7417,9.09951
"Q1432182","Baden-Württemberg","Fraunhofer-Institut für Optronik, Systemtechnik und Bildauswertung IOSB","Karlsruhe","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1432182","Q1432182","Point(8.42601 49.0145)",49.0145,8.42601
"Q1452023","Baden-Württemberg","Fraunhofer-Institut für Produktionstechnik und Automatisierung IPA","Stuttgart","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1452023","Q1452023","Point(9.09691 48.741)",48.741,9.09691
"Q1118809","Baden-Württemberg","Fraunhofer-Institut für Physikalische Messtechnik (IPM)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1118809","Q1118809","Point(7.83062 48.01784)",48.01784,7.83062
"Q1452037","Baden-Württemberg","Fraunhofer-Institut für Solare Energiesysteme (ISE)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1452037","Q1452037","Point(7.83468 48.009)",48.009,7.83468
"Q1439718","Baden-Württemberg","Fraunhofer-Institut für System- und Innovationsforschung (ISI)","Karlsruhe","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1439718","Q1439718","Point(8.44153 49.0278)",49.0278,8.44153
"Q1452044","Baden-Württemberg","Fraunhofer-Institut für Werkstoffmechanik (IWM)","Freiburg","Forschungsorganisation: Frauenhofer-Gesellschaft","https://www.openaccess.fraunhofer.de/",NA,"ja, als FhG","https://www.openaccess.fraunhofer.de/content/dam/openaccess/de/documents/Fraunhofer-Open-Access-Strategie-2020.pdf","ja, als FhG","nein",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q33121946","Baden-Württemberg","Helmholtz-Allianz für Astroteilchenphysik","Eggenstein-Leopoldshafen","Forschungsorganisation: Helmholtz-Gemeinschaft",NA,NA,"nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja, als HGF","ja",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3,"50%",50,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q33121946","Q33121946","Point(8.399226 49.005856)",49.005856,8.399226
"Q449325","Baden-Württemberg","Deutsches Krebsforschungszentrum (DKFZ)","Heidelberg","Forschungsorganisation: Helmholtz-Gemeinschaft","www.dkfz.de/de/zbib/info/o-a.html","Dagmar Sitek","nein","https://gfzpublic.gfz-potsdam.de/pubman/item/item_5004288","ja; als HGF","ja",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,6,"100%",100,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q449325","Q449325","Point(8.6725 49.41416667)",49.41416667,8.6725
"Q1388737","Baden-Württemberg","FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur GmbH (FIZ KA)","Eggenstein-Leopoldshafen","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q1485220","Baden-Württemberg","GESIS - Leibniz-Institut für Sozialwissenschaften","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1485220","Q1485220","Point(8.46294 49.485686)",49.485686,8.46294
"Q1664834","Baden-Württemberg","Leibniz-Institut für Deutsche Sprache (IDS)","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft","https://www1.ids-mannheim.de/bibliothek/open-access-am-ids.html","Monika Pohlschmidt","ja","https://www1.ids-mannheim.de/bibliothek/open-access-am-ids/leitlinie.html","ja, als WGL","ja, als WGL",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,"100%",100,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1664834","Q1664834","Point(8.471988888 49.488233333)",49.488233333333,8.4719888888889
"Q1813768","Baden-Württemberg","Leibniz-Institut für Wissensmedien (IWM)","Tübingen","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.iwm-tuebingen.de/www/de/forschung/openscience/index.html",NA,"ja","https://www.iwm-tuebingen.de/www/de/forschung/openscience/index.html","ja, als WGL","ja, als WGL",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1813768","Q1813768","Point(9.04930556 48.50847222)",48.524439,9.054848
"Q835416","Baden-Württemberg","Leibniz-Institut für Sonnenphysik (KIS)","Freiburg","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q835416","Q835416","Point(7.861247 47.998451)",47.998451,7.861247
"Q656142","Baden-Württemberg","Mathematisches Forschungsinstitut Oberwolfach gGmbH (MFO)","Oberwolfach","Forschungsorganisation: Leibniz-Gemeinschaft",NA,NA,"ja",NA,"ja, als WGL","ja, als WGL",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q656142","Institut de Recerca Matemàtica d'Oberwolfach","Point(8.235277777 48.345555555)",48.345555555556,8.2352777777778
"Q191206","Baden-Württemberg","Leibniz-Zentrum für Europäische Wirtschaftsforschung GmbH (ZEW)","Mannheim","Forschungsorganisation: Leibniz-Gemeinschaft","https://www.zew.de/das-zew/ueber-das-zew",NA,"ja",NA,"ja, als WGL","ja, als WGL",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q191206","Q191206","Point(8.465832 49.481949)",49.481949,8.465832
"Q1912116","Baden-Württemberg","Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht","Freiburg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,"50%",50,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1912116","Institut Max-Planck de recerca sobre el be comú","Point(7.126389 50.716667)",50.716667,7.126389
"Q73525350","Baden-Württemberg","Max-Planck-Institut für Verhaltensbiologie","Radolfzell","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q1912065","Baden-Württemberg","Max-Planck-Institut für Entwicklungsbiologie","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1912065","Q1912065","Point(9.057474 48.53667)",48.5369,9.05806
"Q835529","Baden-Württemberg","Max-Planck-Institut für Festkörperforschung (MPI-FKF)","Stuttgart","Forschungsorganisation: Max-Planck-Gesellschaft","www.is.mpg.de/de/pages/bibliothek",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q835529","Q835529","Point(9.080833 48.746667)",48.746667,9.080833
"Q1912076","Baden-Württemberg","Max-Planck-Institut für Immunbiologie und Epigenetik","Freiburg","Forschungsorganisation: Max-Planck-Gesellschaft","www.ie-freiburg.mpg.de/4061248/Library",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1912076","Q1912076","Point(7.851667 48.025)",48.025115,7.851963
"Q1287942","Baden-Württemberg","Max-Planck-Institut für Intelligente Systeme","Stuttgart","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1287942","Q1287942","Point(9.08139 48.7467)",48.7467,9.08139
"Q1912104","Baden-Württemberg","Max-Planck-Institut für biologische Kybernetik","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1912104","Q1912104","Point(9.05847 48.5367)",48.5367,9.05847
"Q316653","Baden-Württemberg","Max-Planck-Institut für Kernphysik","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","www3.mpi-hd.mpg.de/mpi/en/bibliothek/open-access/",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q316653","Q316653","Point(8.70917 49.3878)",49.3878,8.70917
"Q209610","Baden-Württemberg","Max-Planck-Institut für Astronomie (MPIA)","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","www.mpia.de/de/services/bibliothek/open-access",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q209610","Institut Max Planck d'astronomia","Point(8.72306 49.3964)",49.3964,8.72306
"Q389143","Baden-Württemberg","Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q324178","Baden-Württemberg","Max-Planck-Institut für medizinische Forschung","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft","https://www.mr.mpg.de/14123639/openaccess",NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q324178","Q324178","Point(8.67542 49.412276)",49.412276,8.67542
NA,"Baden-Württemberg","EU Regional Office Baden-Württemberg","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q1457829","Baden-Württemberg","Friedrich-Miescher-Laboratorium für biologische Arbeitsgruppen in der Max-Planck-Gesellschaft","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution","http://www.wikidata.org/entity/Q1457829","Q1457829","Point(9.05806 48.5369)",48.5369,9.05806
"Q15834500","Baden-Württemberg","Max-Planck-Stiftung für Internationalen Frieden und Rechtsstaatlichkeit","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
NA,"Baden-Württemberg","Max-Planck-Institut für Intelligente Systeme, Standort Tübingen","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",NA,NA,"ja, als MPG",NA,"ja, als MPG","ja, als MPG",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,NA,NA
"Q1262602","Baden-Württemberg","Duale Hochschule Baden-Württemberg Heidenheim","Heidenheim","Hochschule","www.heidenheim.dhbw.de/service-einrichtungen/bibliothek/tabs/6344/1/accordion/6980/1",NA,"ja",NA,"nein","nein",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q1733921","Baden-Württemberg","Karlshochschule International University","Karlsruhe","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1733921","Q1733921","Point(8.39444056 49.00655028)",49.00655028,8.39444056
NA,"Baden-Württemberg","Hochschule für Kirchenmusik der Diözese Rottenburg-Stuttgart","Rottenburg","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q2324294","Baden-Württemberg","Staatliche Akademie der Bildenden Künste Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q2324294","Q2324294","Point(9.174288888 48.80015)",48.80015,9.1742888888889
"Q414258","Baden-Württemberg","Akademie für Darstellende Kunst Baden-Württemberg   (Theaterakademie Ludwigsburg)","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q414258","Q414258","Point(9.19111 48.894)",48.894,9.19111
"Q30263681","Baden-Württemberg","AKAD University","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q30263681","Q30263681","Point(9.18182 48.7926)",48.7926,9.18182
"Q2586224","Baden-Württemberg","Allensbach Hochschule","Konstanz","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q1001338","Baden-Württemberg","Duale Hochschule Baden-Württemberg Lörrach","Lörrach","Hochschule","https://dhbw-loerrach.de/home",NA,"ja",NA,"nein","nein",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1001338","Q1001338","Point(7.67724 47.61733)",47.61733,7.67724
"Q1262612","Baden-Württemberg","Duale Hochschule Baden-Württemberg Stuttgart","Stuttgart","Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,"ja",NA,"nein","nein",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1262612","Q1262612","Point(9.17083 48.7736)",48.7736,9.17083
"Q1262615","Baden-Württemberg","Duale Hochschule Baden-Württemberg Villingen-Schwenningen","Villingen-Schwenningen","Hochschule","www.dhbw-vs.de/studierende/serviceeinrichtungen/bibliothek/wissenschaftliches-arbeiten.html",NA,"ja",NA,"nein","nein",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q1262605","Baden-Württemberg","Duale Hochschule Baden-Württemberg","Stuttgart","Hochschule","www.dhbw-stuttgart.de/service/bibliothek/wissenschaftliches-publizieren/",NA,"ja",NA,"nein","nein",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"33.33%",33.33,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1262605","Q1262605","Point(9.17622 48.7823)",48.7823,9.17622
"Q880440","Baden-Württemberg","Evangelische Hochschule Freiburg","Freiburg","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q880440","Q880440","Point(7.80388889 47.9975)",47.9975,7.80388889
"Q1338536","Baden-Württemberg","Evangelische Hochschule Ludwigsburg - Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q2207700","Baden-Württemberg","SRH Fernhochschule Riedlingen","Riedlingen","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA
"Q1391225","Baden-Württemberg","CODE University of Applied Sciences","Schwetzingen","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1391225","Q1391225","Point(8.57237 49.38351)",49.38351,8.57237
"Q880577","Baden-Württemberg","Filmakademie Baden-Württemberg","Ludwigsburg","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q880577","Q880577","Point(9.19083 48.8936)",48.8936,9.19083
"Q1453964","Baden-Württemberg","Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1453964","Q1453964","Point(9.19228 48.7822)",48.7822,9.19228
"Q1513916","Baden-Württemberg","German Graduate School of Management and Law","Heilbronn","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1513916","Q1513916","Point(9.218452 49.147159)",49.147159,9.218452
"Q1622148","Baden-Württemberg","Hochschule der Bundesagentur für Arbeit Mannheim","Mannheim","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1622148","Q1622148","Point(8.51527 49.4765)",49.4765,8.51527
"Q1233544","Baden-Württemberg","Hochschule der Medien Stuttgart","Stuttgart","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1233544","Q1233544","Point(9.1012 48.7408)",48.7408,9.1012
"Q1622159","Baden-Württemberg","Hochschule der Wirtschaft für Management gGmbH","Mannheim","Hochschule",NA,NA,"nein",NA,"nein","nein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule","http://www.wikidata.org/entity/Q1622159","Q1622159","Point(8.48458 49.4691)",49.4691,8.48458
